reviewId,userName,userImage,content,score,thumbsUpCount,reviewCreatedVersion,at,replyContent,repliedAt,appVersion,translated_content
bc84b1d1-8e98-44b3-8b20-8f1d05906f17,EM AD,https://play-lh.googleusercontent.com/a/ACg8ocKYyetZsOUoj6vlcTCZCc4XCB1qWD1o693YjMQuNxJXnSDrrw=mo,App continously crashing after enabling nfc,1,0,4.0.29,2024-12-05 17:27:33,,,4.0.29,App continously crashing after enabling nfc
daf4292d-032b-442c-8c69-ae81e4ae4383,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"Yapı kredi mobil hızlı erişimi, pratik kullanımı, kolay menüsü çok daha kullanıcı dostu. 35 yıldır hizmet aldığım Yapı kredi bankası her zaman en iyisi yapar.",5,0,4.0.29,2024-12-05 08:55:12,,,4.0.29,"Yapı Kredi mobile fast access, practical use, easy menu is much more user-friendly. Yapı Kredi Bank, which I have been receiving service from for 35 years, always does the best."
efa7ef07-9dcc-43df-acda-98f1343d462e,Mutlu Gökdemir,https://play-lh.googleusercontent.com/a-/ALV-UjWJpmavEtXRLlElGD7QnrbuvXHSSoJBvA-DFkQyoXjpS7n0_3mDPw,En detaylı bankacılık uygulaması,5,3,4.0.29,2024-12-05 07:50:33,,,4.0.29,The most detailed banking application
f6cc3b06-6a30-4f5b-a053-6187f6f029f2,Djsjx Jshhx,https://play-lh.googleusercontent.com/a/ACg8ocIngOtX5usqz87XzcWrcdGFbq0ahHuVDHj63-tETuUG2-7Xyw=mo,cihazim rootlu oldugu icin kullanamiyormusum oyuzden bir yildiz veriyorum yer kaplamasina gerek yok tarayicidan girerim,1,0,4.0.26,2024-12-03 13:46:50,,,4.0.26,"I can't use it because my device is rooted, that's why I give it one star, it doesn't need to take up space, I can access it from the browser"
0ce7d66d-ba5a-4917-a766-5fffef2e1379,Ella Sevi,https://play-lh.googleusercontent.com/a/ACg8ocIK6s2j-lqaoFqbN6qWVUEXX1HxQaFoILLSKi1oxSVZNPjNcA=mo,Perfect 👌,5,0,4.0.29,2024-12-03 10:36:10,,,4.0.29,Perfect 👌
9c54cc01-fdac-4664-ae32-b68f8db7f892,FEDAİ ENGİN CAN YILMAZ,https://play-lh.googleusercontent.com/a-/ALV-UjWBH2h-lTk_m7V5IQ88LF6ITomLklbDH5Qj3eDWJq19xUenw9Eyog,I like it a lot,5,0,4.0.29,2024-12-03 07:44:27,,,4.0.29,I like it a lot
30e3e244-7f46-4e8b-9f28-bde8a66b0b2b,Eren YALÇIN,https://play-lh.googleusercontent.com/a-/ALV-UjWX-I1x-pndG3jz6M6cv8ohbCovNzVSq74rjQZk6MJtU9qBmX8,en pratik banka uygulamasi,5,0,,2024-11-25 13:51:12,,,,the most practical bank application
cd040ebc-b3ef-46f9-91e8-3370142835ba,Umut Demirhan,https://play-lh.googleusercontent.com/a/ACg8ocJpwf2kWCDrGHZ1AGLVj3KH7NHb6PE9TW0IobwUaZP2sFN1y5c=mo,"Şifre giriş ekranının altındaki kredi vs öneri kutuları yüklenmeden şifre girince oturumunuz kapandı diyerek uygulamadan çıkartıyor. Amq kutularını drop down box içine koyun da giriş yaparken önce kutuların yüklenmesini beklemeyelim boşuna. Biraz diğer banka uygulamalarından örnek alın, çalın vs yapın birseyler",1,1,4.0.28,2024-11-19 12:46:02,,,4.0.28,"When you enter your password without loading the credit etc. suggestion boxes under the password entry screen, it logs you out of the application by saying your session is closed. Put the AMQ boxes in the drop down box so that we don't have to wait for the boxes to load first when logging in. Take a little example from other bank applications, steal something etc."
63094114-2cfc-442d-9169-78d9050f8b86,Serap Karakoyak,https://play-lh.googleusercontent.com/a-/ALV-UjUNfo77eMejKcw9zsavcr5VbGIFPWmMU557XkODaRyKjV_tZ9U,"En kötü banka ve uygulamasi,baska bir hesaba EFT yaparken sürekli uygulama kendiliginden kapaniyor,kredi kartinda da harcama yapilmadigi hâlde eksiye düsüyor!!",1,0,,2024-11-12 12:06:51,,,,"The worst bank and its application, when making an EFT to another account the application constantly closes by itself, and the credit card goes into negative even though no spending has been made!!"
b8a91f49-90b6-4744-96c9-fc2c9cc80ab3,Ismail Balaban,https://play-lh.googleusercontent.com/a-/ALV-UjV_FQf8lqNumQ_oL-7Ed_0d2G_ZxCTOUpwVBd0e24d6G9l8JgU,Turkiyenin en kotu hizmet veren musterisini tahsis kriterleri ile cezalandiran sube bankaciligi sorunlu olan musteri temsilcilerinin sikayetleri cozemedigi yardimci olmadigi bir bankacilik hizmetleri VERMEYE calisan ama basaramayan bir banka ile siz calismak mi ISTIYORSUNUZ?. Turkiyede daha cok daha iyi hizmet veren Bankalar var!..,1,0,,2024-11-05 14:00:37,,,,"Do you WANT to work with a bank that penalizes its customers with allocation criteria, has problematic branch banking, and whose customer representatives cannot solve complaints or help, and tries to PROVIDE banking services but fails? There are much better banks in Turkey!.."
582aa920-67d0-4ab3-894b-9d3ffd03402a,insomniac pain,https://play-lh.googleusercontent.com/a-/ALV-UjUzoJ4tfyslwOUAQWy2jmCfh1q44DXDs-Oxwe2uiy3dG4yFTCE,Very useful. I care it so much...thx so much who made and care like me...,5,0,4.0.25,2024-11-01 07:16:39,,,4.0.25,Very useful. I care it so much...thx so much who made and care like me...
536761e1-b311-4ea8-a933-e4240bbe2857,Fedon Kadifeli,https://play-lh.googleusercontent.com/a-/ALV-UjV48a7zApHD_T1b7d1FIU80nVFEv4p9Nw55fgmjqZReDsrV0byP,"Android telefonda sorunsuz çalışıyor. Ancak, Samsung Galaxy Tab A9 tablet ile uyumlu değilmiş. :(",3,0,4.0.25,2024-10-29 15:35:31,,,4.0.25,"It works fine on Android phones. However, it is not compatible with Samsung Galaxy Tab A9 tablet. :("
805f316c-9a32-4246-966b-6d8601700648,Seda ZORCA,https://play-lh.googleusercontent.com/a/ACg8ocJLKJxF9nXaTz1leAwilKGuN3vaZC5oWHe3aijmOPqfFhMMJX39=mo,"Bir banka düşünün bankamatikten QRla para çekme özelliği var, hafta sonu ve ertesi ne zaman gitsem bankamatikte para yok. Uygulama da kullanıcı dostu değil zaten, Garantinin uygulaması daha iyi.",1,0,4.0.25,2024-10-28 05:58:50,,,4.0.25,"Think of a bank that has a QR withdrawal feature from an ATM, but whenever I go on the weekend or the day after, there is no money in the ATM. The application is not user-friendly anyway, Garanti's application is better."
34fa1db9-1065-4f32-92b5-db50fc849193,Inayet Kurt,https://play-lh.googleusercontent.com/a/ACg8ocKC7uLDMz7s7Msj3FP3CghaJaB597vd_J6H0fvZ8KSOw_Ad=mo,Easy to use and practical.,5,1,4.0.25,2024-10-24 01:31:15,,,4.0.25,Easy to use and practical.
c8128f37-9451-4434-952a-6324dcf7b3a9,Kerem ERCOSKUN,https://play-lh.googleusercontent.com/a-/ALV-UjWOIEAgZdTVE9FyCQSISFtMkYq0QZR7lWfS_-1WQQ8SPqjbT94,Qr kod ile ödeme fonksiyonu bulamadım. Bir de bazen uygulama takılabilir onun haricinde kullanışlı,4,0,4.0.25,2024-10-23 15:20:57,,,4.0.25,"I couldn't find a payment function with a QR code. Sometimes the app can get stuck, but other than that it's useful."
e1bc2bdf-b9d3-4a85-b4bc-37d40ee626a8,Pawan Yadav,https://play-lh.googleusercontent.com/a/ACg8ocJCV00ZkZmgGmfISfvGwse0oUQMl-xaRFFvOfJECHkqvwgg-A=mo,Very nice,5,0,,2024-10-21 11:29:11,,,,Very nice
912beaf1-1c7d-4323-982d-85914d913378,Yusuf Şahbazzade,https://play-lh.googleusercontent.com/a-/ALV-UjWA0eFFHBzy92ef9zF5MxodaApp0dAnjvIvegltddYg3AEMx3A7,Teşekkür ederim,5,0,4.0.25,2024-10-19 09:39:39,,,4.0.25,Thank you
8ce3ba85-653a-450c-bd03-42f5fa1eeb6c,Sajed Mansour,https://play-lh.googleusercontent.com/a-/ALV-UjWwb3tjwEAyZ-R0-BrmnRwEzp_c-dr0-prFf6SOKErSjqKqfcaL,👍,5,0,4.0.25,2024-10-18 10:56:59,,,4.0.25,
d6eee4aa-75e7-4ed2-8570-bf2ce4d2bc26,Gursel Senok,https://play-lh.googleusercontent.com/a/ACg8ocKqhgqZ1GCeOd11qSiaWb5TgCGWVkb0su0spvma3O_YDNPknA=mo,"Reklam bildirimlerim kapali oldugu halde surekli uygulamadan reklam gönderiyor. Musteri hizmetleri de oyaliyor. Ulannnn uygulamadan onemli bisey geldi diye bakiyorum ve o salak reklaminkli gormek zorundamiyim, ne utanmaz oldunuz ya. Bitane guzel bankaydin ama midem bulandi bu salak hareketiniz yuzunden. Yaziklar olsun",1,0,4.0.15,2024-10-16 14:59:04,,,4.0.15,"Even though my ad notifications are off, it keeps sending ads from the app. Customer service is also stalling. Man, I look at the app thinking something important has come and do I have to see that stupid ad, how shameless you are. You were a great bank but I am sick of this stupid move. Shame on you"
46a77bb2-a89c-41ea-be85-2e536240ebd8,Francis Irungu,https://play-lh.googleusercontent.com/a/ACg8ocIMArXZnGhrFx-GhCng9otxMg8S0XWkVUblIb-NQr3vMG6dmw=mo,Best app,5,0,,2024-10-16 11:20:59,,,,Best app
c6e58106-e813-44f0-9e53-3a9a47d85b03,Jane Baxter,https://play-lh.googleusercontent.com/a-/ALV-UjVWq_JdRpFOolln1FTckRpG0m5aLiP_KGqdvtvfapmPFxm4Wt2nHw,Handy and superb system to switch between personal and business accounts.,5,1,4.0.25,2024-10-14 12:33:42,,,4.0.25,Handy and superb system to switch between personal and business accounts.
6e9cf55f-4a31-47d1-82de-30100e119a8f,alla yusuf,https://play-lh.googleusercontent.com/a/ACg8ocKyEh2YLZmFiyz2iX4EWHN2-n3z2fknBp0SUOHRZHxqoA4-0w=mo,my best,5,0,4.0.25,2024-10-12 11:36:44,,,4.0.25,my best
a175d4de-876a-4231-aadc-c13fdd310de9,İnci Cinarli,https://play-lh.googleusercontent.com/a/ACg8ocJveBEcs0I_L8H_7jluLkB4y0zb1oL0snXXdYwS5icaxX8WiA=mo,"Kredi kartı limit değişikliğini kapatıyorum, tekrar otomatik olarak açılıyor. X hesaplarından uyardım, anlamamazlıktan geldiler.",1,0,4.0.25,2024-10-12 08:46:07,,,4.0.25,"I turn off the credit card limit change, it opens again automatically. I warned them from X accounts, they pretended not to understand."
9db65c11-a65d-494d-ab19-5d5e5a118eac,Peter Illing,https://play-lh.googleusercontent.com/a-/ALV-UjUCb2MRbPp-L_HKWqKWGnlZcW2n5kJHZ5fHu-jbN4_DJhqF9TAK,Excellent.,5,0,4.0.25,2024-10-12 08:02:00,,,4.0.25,Excellent.
4457d893-210c-4c60-aad1-21636e19cc22,Atilla Demir,https://play-lh.googleusercontent.com/a-/ALV-UjX911ibmRV1szXuDX2vc8maPatr74WugukjEj7nmg-hq3SwjiGr,harika app,5,0,4.0.25,2024-10-10 15:24:05,,,4.0.25,great app
67193327-8fa5-4b60-b468-9f7f61bcec63,Obiedah Alakhras,https://play-lh.googleusercontent.com/a-/ALV-UjXSbMzHadbwZSPhNW41JKL3yD_vJ-KMDQyAAbJz924hpHuO9Si6,çoook iyi bir uygulam,5,0,4.0.25,2024-10-10 09:29:30,,,4.0.25,very good application
179625a0-c66e-404a-8538-d48c779841fb,Gökberk Zeybel,https://play-lh.googleusercontent.com/a/ACg8ocKuuhlWHPXI6qK9KiuXHmQpbSeqwv8IH8U9Bblf7B6Gf3hgXg=mo,Kullanıcı arayüzü en iyi olan banka uygulaması,5,0,,2024-10-10 09:12:42,,,,Banking app with the best user interface
dd353a66-b7e8-4775-a728-74776336af19,Buğra Parmaksız,https://play-lh.googleusercontent.com/a/ACg8ocJ_hm2bRYW4rsHTusnwHcSqCFwuTuE8NokkJGWTXXNyIzXNfw=mo,Yurt icinden yada yurt disindan butun hesabimi ve yatirimimi kolayca kontrol edip gerekli islemleri hizli bir sekilde yapabiliyorum. Ayni zamanda ara yuzu cok hizli ve anlasilabilir,5,0,4.0.25,2024-10-10 06:20:41,,,4.0.25,"I can easily control all my accounts and investments from home or abroad and make the necessary transactions quickly. At the same time, the interface is very fast and understandable."
