reviewId,userName,userImage,content,score,thumbsUpCount,reviewCreatedVersion,at,replyContent,repliedAt,appVersion,translated_content,resultRoberta,roberta_neg,roberta_neu,roberta_pos,compound,topic
f289c4fa-26e1-452a-9789-941be4f5d553,JeWeL Kebriya,https://play-lh.googleusercontent.com/a-/ALV-UjXJDahaaYKVkSg-egeY2DWekXDTrPvDOV6ze5TEcBKqn3RXULQB,Fena değildir,5,0,7.2.6,2024-10-03 10:35:31,"Merhaba, değerlendirmeniz için teşekkür ederiz.💚

",2024-10-03 12:13:37,7.2.6,Not bad,"{'roberta_neg': 0.018212808, 'roberta_neu': 0.15193169, 'roberta_pos': 0.82985556}",0.018212808,0.15193169,0.82985556,0.81164277,General Feedback
f974cb89-f565-42ef-98d2-61a067af51b5,Habeeb Ali,https://play-lh.googleusercontent.com/a/ACg8ocKL6w9QCswnVWC8uhus3lc_zRgmiaHzdCjLC6je7CzOCBsXsg=mo,price is so good for all types of travels from native people and foreign with so much options to choose from.,5,0,7.2.6,2024-10-03 10:02:43,"Thank you so much for sharing your positive feedback with us💚
",2024-10-03 12:13:10,7.2.6,price is so good for all types of travels from native people and foreign with so much options to choose from.,"{'roberta_neg': 0.0015310082, 'roberta_neu': 0.026969537, 'roberta_pos': 0.97149944}",0.0015310082,0.026969537,0.97149944,0.96996844,General Feedback
dbbd5f3b-ea1f-433d-a202-0aa854fadce0,Cb,https://play-lh.googleusercontent.com/a/ACg8ocIjuq_R0z8rL1HsDC0JNfgzHxtx48RJGKrO7qAw4c08wjFLRQ=mo,they will not refund you even if the mistake is on them. Thieves,1,1,7.2.6,2024-09-30 23:16:21,"Hello, first and foremost, we are sorry for the experience you have had. We would like to learn more about the situation you encountered and offer a solution. Could you please send your contact information to talep@enuygun.com so that we can reach you regarding this matter?",2024-10-01 06:04:05,7.2.6,they will not refund you even if the mistake is on them. Thieves,"{'roberta_neg': 0.90720236, 'roberta_neu': 0.08658536, 'roberta_pos': 0.006212318}",0.90720236,0.08658536,0.006212318,-0.90099007,Costs and Fees
e1de149b-d249-4670-b816-c6c1afbea3ae,Lala,https://play-lh.googleusercontent.com/a-/ALV-UjU8zugGFXIfdfqAE2JUmv4lD81JvtYzdJ3oi0b2RTUAHHGft2dL,Mükemmel,5,0,7.2.6,2024-09-19 06:02:31,"Merhaba, değerli yorumunuz için çok teşekkür ederiz! Uygulamamızdan memnun kalmanıza çok sevindik. Müşteri memnuniyeti bizim için her zaman en önemli önceliktir. Gelecekte de size en iyi hizmeti sunmak için çalışmaya devam edeceğiz. 💚

",2024-09-19 10:58:10,7.2.6,Perfect,"{'roberta_neg': 0.04541072, 'roberta_neu': 0.30522624, 'roberta_pos': 0.64936304}",0.04541072,0.30522624,0.64936304,0.60395235,General Feedback
ca7b36cd-d791-4b86-b5c9-1c9f85f7f1c3,Muhammed Emin Ali SÖNMEZ (SevotieS),https://play-lh.googleusercontent.com/a-/ALV-UjWu2LF2PnMRYF6PNqzClUoOI7ulQUbOF_s4esBxoPp3_IgyX3PH,Hızlı ve pratik,5,0,7.2.6,2024-09-08 17:05:55,Bunu duyduğumuza çok sevindik🥰 Güzel yorumunuz için teşekkürler💐,2024-09-08 17:45:28,7.2.6,Fast and practical,"{'roberta_neg': 0.02919061, 'roberta_neu': 0.64651644, 'roberta_pos': 0.32429287}",0.02919061,0.64651644,0.32429287,0.29510227,Usability and Design
d79719c1-9bc2-4bff-a53f-1c0dde16445e,negar vafaei,https://play-lh.googleusercontent.com/a-/ALV-UjWwQ28RCL6-1sRfcl_fDlLGXRzbMOdf2GJJoZBrNvRy5nRG56Nl,I have taken the most affordable trips with this app. It really provides the best airlines with the best price compared to other apps that I have used. I highly recommend it .,5,0,7.2.6,2024-09-07 06:45:46,Thank you so much for sharing your positive feedback with us💚,2024-09-08 07:31:10,7.2.6,I have taken the most affordable trips with this app. It really provides the best airlines with the best price compared to other apps that I have used. I highly recommend it .,"{'roberta_neg': 0.0012894442, 'roberta_neu': 0.011360183, 'roberta_pos': 0.9873504}",0.0012894442,0.011360183,0.9873504,0.986061,Usability and Design
b6b23ca2-9e19-41cf-8096-40ef154d4806,Dirim Kottaş,https://play-lh.googleusercontent.com/a-/ALV-UjU0BxBXlhRbC8aNIrDa2x03AMdGIXb26Hs2jlm6_gFTH5nVg_Q0,Süper,5,0,7.2.6,2024-09-05 16:01:07,"Merhaba, değerli yorumunuz için çok teşekkür ederiz! Uygulamamızdan memnun kalmanıza çok sevindik. Müşteri memnuniyeti bizim için her zaman en önemli önceliktir. Gelecekte de size en iyi hizmeti sunmak için çalışmaya devam edeceğiz. 💚

",2024-09-05 20:17:37,7.2.6,Super,"{'roberta_neg': 0.06161725, 'roberta_neu': 0.3926653, 'roberta_pos': 0.5457174}",0.06161725,0.3926653,0.5457174,0.48410016,General Feedback
ca6f1f0c-2d33-4a56-9a57-4f44b32600cb,Ali Murat Yardımcı,https://play-lh.googleusercontent.com/a/ACg8ocJXu-psbf6vtpYuwOXaKcfp__JXSyojgr7Hqzi3z45ftfqjwA=mo,really nice,5,0,7.2.6,2024-09-04 14:06:02,"Thank you so much for sharing your positive feedback with us💚
",2024-09-04 15:01:00,7.2.6,really nice,"{'roberta_neg': 0.0058376733, 'roberta_neu': 0.049550205, 'roberta_pos': 0.9446121}",0.0058376733,0.049550205,0.9446121,0.9387744,General Feedback
a0ef74b0-786b-4fab-9952-b7d95c2e9861,Ada Wong,https://play-lh.googleusercontent.com/a-/ALV-UjU6V0Oi2zdksc8pCJ1gak1u5kFamlM05hwnfM9Ri8gEYSQSNJZ_,Biletimi görüntülemek adına mail geliyor bana ve Biletimi görüntülemek istediğimde uygulamayı indirmemi istiyor. İndiriyorum yine göstermiyor!,1,0,7.2.6,2024-09-02 16:37:00,"Merhaba, biletinizi e-posta içeriğindeki PDF dosyasından görüntüleyebilirsiniz. Eğer biletinizi üyelikle aldıysanız, uygulamada ""Biletlerim"" kısmında da görebilirsiniz. Sorun devam ederse, lütfen bizimle iletişime geçin, size yardımcı olmaktan memnuniyet duyarız. Teşekkürler.",2024-09-03 05:49:15,7.2.6,"The e -mail comes to me to view my ticket and when I want to view my ticket, he wants me to download the app.I am downloading it does not show again!","{'roberta_neg': 0.6726491, 'roberta_neu': 0.28850102, 'roberta_pos': 0.03884985}",0.6726491,0.28850102,0.03884985,-0.63379925,Errors and Technical Issues
6969a0ed-0177-40bc-84ae-dac959c768fa,Resat Erenci,https://play-lh.googleusercontent.com/a-/ALV-UjWBcljAHGCdcQQq2z3R4lGnelKztYVyl_49e6FzZheOtOiscv4,Nice/Large selection of Bus companies 🚌. Thanks for the extra savings on the return tickets 🎫.,4,1,7.2.6,2024-09-01 16:58:32,"Thank you so much for sharing your positive feedback with us💚
",2024-09-02 06:00:16,7.2.6,Nice/Large selection of Bus companies 🚌. Thanks for the extra savings on the return tickets 🎫.,"{'roberta_neg': 0.0016234026, 'roberta_neu': 0.029925443, 'roberta_pos': 0.9684512}",0.0016234026,0.029925443,0.9684512,0.9668278,General Feedback
d2716e14-1fc5-421b-8160-b521335daa74,Tufan Tiğiz,https://play-lh.googleusercontent.com/a-/ALV-UjXw9krcl5i9juxEMDZcqcNjk9DaKvqDzXS7F_N8FmKi89QXOEE4,I like this application. It's wonderful.,5,0,7.2.6,2024-08-31 12:43:29,"Thank you so much for sharing your positive feedback with us💚
",2024-08-31 15:41:42,7.2.6,I like this application. It's wonderful.,"{'roberta_neg': 0.0018670829, 'roberta_neu': 0.007918887, 'roberta_pos': 0.99021405}",0.0018670829,0.007918887,0.99021405,0.988347,Usability and Design
b788673c-e06f-499d-9e52-94bdbdff3bcb,azer canada,https://play-lh.googleusercontent.com/a-/ALV-UjV4sE7UaL-2NaZIZ0zL7xktcpnTIqESixp8dUIR8DnHKGd0HLKq,"Good and fast service, Teshekkurler 🙏🙏🇦🇿🇹🇷",5,0,,2024-08-30 13:48:58,"Merhaba, değerli yorumunuz için çok teşekkür ederiz! Uygulamamızdan memnun kalmanıza çok sevindik. Müşteri memnuniyeti bizim için her zaman en önemli önceliktir. Gelecekte de size en iyi hizmeti sunmak için çalışmaya devam edeceğiz. 💚

",2024-08-30 15:38:24,,"Good and fast service, Teshekkurler 🙏🙏🇦🇿🇹🇷","{'roberta_neg': 0.0017947084, 'roberta_neu': 0.038112424, 'roberta_pos': 0.9600929}",0.0017947084,0.038112424,0.9600929,0.9582982,Customer Service
e4fc143b-ae2b-4b3b-bbdb-f02e13f2878b,Mohamad Suhaib Herh,https://play-lh.googleusercontent.com/a-/ALV-UjVPHKgk6IpFSvqtGUA-XVUiOQo9u3EtNvboJ94OSa9NlJVr0t53,The most suitable to find cheapest and better offers,5,0,7.2.6,2024-08-25 19:36:22,"Bunu duyduğumuza çok sevindik🥰 Güzel yorumunuz için teşekkürler💐
",2024-08-26 06:44:48,7.2.6,The most suitable to find cheapest and better offers,"{'roberta_neg': 0.016078606, 'roberta_neu': 0.33897072, 'roberta_pos': 0.6449506}",0.016078606,0.33897072,0.6449506,0.62887204,General Feedback
080f2152-bf3b-4473-be5d-83ed91106274,Khalid Saeed,https://play-lh.googleusercontent.com/a-/ALV-UjWTIXTzFR9RoUX9bHuFORX3ox6n3lN8uInQezXADobQENgZWVU,Bad customer service and bad services I do not recommend dealing with them at all. Very bad service بالعربي سيئين جدا خدمة العملاء علشان تاخذ حق منهم يبغالك تجري وراهم جري علشان حقك يجيك طبعا ي الله تلاقي احد يتكلم انجليزي يعني يبغالك لغة وتلاحق وراهم وفوق ذا كله يحملوك من غلطهم نسبة لاسترجاع حقك موقع غريب بشكل يعني ما ادري هل هي الرقابة سيئه عندهم او ايش الله واعلم توبة عاد افكر اتعامل معاهم 🤬🫷🫸⛔⛔,1,1,7.2.2,2024-07-03 15:41:48,"أهلًا بك، ملاحظاتك مهمة بالنسبة لنا ونحن نسعى جاهدين لتحسين خدماتنا بناءً على تجارب عملائنا. نرجى منك تقديم المزيد من التفاصيل إلى nisa.tansu@wingie.com حتى نتمكن من حل مشكلتك بشكل فعال. نريد أن نتأكد من أننا ملتزمون برضاكم وموثوقيتكم.
",2024-07-03 15:31:25,7.2.2,"BAD CUSTOMER Service and Bad Services I do Not Recomment Dealing with them at all.Vry Bad Service in Arabic is very bad, customer service, so that you can take a right from them that you want to run and see them running so that your right will come to you, of course, God will meet someone who speaks English, I mean, you want you a language and chasing them and their lips and above all they carry you from their mistake in relation to the recovery of your right, a strange location in a way that means what I know is it the censorship is badThey have, or what God knows, and I know repentance, I am thinking about dealing with them 🤬🫷🫸⛔⛔","{'roberta_neg': 0.69965756, 'roberta_neu': 0.2732751, 'roberta_pos': 0.02706729}",0.69965756,0.2732751,0.02706729,-0.67259026,Customer Service
e521f2fa-42e5-4cd5-8a79-43bfdd30f775,Mahmoud Shehab,https://play-lh.googleusercontent.com/a-/ALV-UjVr9NI5ATCJD4EvoOCl2BdrE0gxuQX7kbMnDJKlARqsGs7KCTGN,Mükemmel,5,0,7.2.2,2024-06-30 19:30:52,"Bunu duyduğumuza çok sevindik🥰 Güzel yorumunuz için teşekkürler💐

",2024-07-01 06:45:51,7.2.2,Perfect,"{'roberta_neg': 0.04541072, 'roberta_neu': 0.30522624, 'roberta_pos': 0.64936304}",0.04541072,0.30522624,0.64936304,0.60395235,General Feedback
02c59a4f-5188-4388-bcee-77c0225ae1eb,Resat Resat Kursun,https://play-lh.googleusercontent.com/a/ACg8ocLwHAawFmjo49UpQAYoogFvyNt2zRakU7KEN-9Y3B3VS0jgKg=mo,Very good,5,0,7.2.1,2024-06-19 04:17:25,"Thank you so much for sharing your positive feedback with us💚
",2024-06-19 06:05:24,7.2.1,Very good,"{'roberta_neg': 0.0052738166, 'roberta_neu': 0.04285179, 'roberta_pos': 0.9518744}",0.0052738166,0.04285179,0.9518744,0.94660056,General Feedback
a654e1cd-1019-420e-ba3e-3ffefbbb06bd,Mohammad Reza Hamdard,https://play-lh.googleusercontent.com/a-/ALV-UjWihR3UizHh-yvVQOmXrOlppidAOui2bX9z5-Vg74P6gU_g_As,Çok iyi,5,0,7.2.2,2024-06-16 09:00:02,"Merhaba Mohammad Reza Bey, değerlendirmeniz ve yorumunuz için teşekkür ederiz💚",2024-06-17 05:53:08,7.2.2,Very good,"{'roberta_neg': 0.0052738166, 'roberta_neu': 0.04285179, 'roberta_pos': 0.9518744}",0.0052738166,0.04285179,0.9518744,0.94660056,General Feedback
f43a7c2b-48ac-4d31-bf16-0f1945c46c4b,Muhammed ALTIN,https://play-lh.googleusercontent.com/a/ACg8ocINoYB7-tHYtYGPeYMcdXQrIjVvkS6TuR9xUtUTJ0dd6CbwZYc=mo,Enuygun'un bendeki algısı artık EnKötü➡️➡️👎👎👎Olmayan rotada bilet satmışlar. Yarım saat bekledikten sonra otogardaki görevliler ilgili otobüs firmasının otogara uğramadığını belirtince farklı bir firmadan bilet aldık. Şimdi de iadesi için uğraşıyoruz. Edit: üçüncü veya dördüncü aramamda bile hâlâ geri iadeyi yapmadılar. Her defasında ortalama 8-10 dakika müşteriye bağlanmak için bekliyorsunuz. Ayrıca otobüs şirketinden bilet almak ile bunlar arasında almak arasında 100₺ oynuyor.,1,1,7.2.1,2024-06-15 08:57:52,"Merhaba, öncelikle yaşadığınız deneyim için üzgünüz. Otobüs araç tipi, koltuk numaraları, güzergâh, sefer süresindeki işleyiş ve seyahat süresi tamamen firmalardan bize gelen bilgilerdir ve operasyonel nedenlerden dolayı değişiklik gösterebilir. Yaşadığınız durumun müdahale edebileceğimiz bir kapsamda olmadığını belirtir, iyi günler dileriz.
",2024-06-11 15:06:41,7.2.1,"Enuygun's perception in me has now sold tickets on the uninterrupted route.After waiting for half an hour, the officers in the bus station stated that the relevant bus company did not stop by the bus station.Now we're trying to return it.Edit: even in my third or fourth search, they still did not refund back.Each time you wait for an average of 8-10 minutes to connect to the customer.It also plays 100₺ between buying tickets from the bus company and buying them.","{'roberta_neg': 0.6929965, 'roberta_neu': 0.27536556, 'roberta_pos': 0.03163793}",0.6929965,0.27536556,0.03163793,-0.6613586,Errors and Technical Issues
c4021a88-1f4f-4452-b2eb-a3d93711061a,M. Sağlam,https://play-lh.googleusercontent.com/a-/ALV-UjWzQmXlrlj7fv3Ell2g4o0YddAsyqaTtHZ9MWi2xh1T2PUWs_E,Cok hizli zahmetsiz ve sorunsuz calisiyor,5,0,7.2.2,2024-06-13 11:40:34,"Merhaba, uygulamamızdan memnun kalmanıza çok sevindik. Müşteri memnuniyeti bizim için her zaman en önemli önceliktir. Gelecekte de size en iyi hizmeti sunmak için çalışmaya devam edeceğiz. 💚

",2024-06-13 12:08:54,7.2.2,Very fast and working without any problems,"{'roberta_neg': 0.0037638743, 'roberta_neu': 0.085873805, 'roberta_pos': 0.9103623}",0.0037638743,0.085873805,0.9103623,0.90659845,General Feedback
1229c46d-4f92-4e01-9cd7-8fdef049e660,Enver HACIHALİT,https://play-lh.googleusercontent.com/a-/ALV-UjUBxVC6-VEkIFaMmhWWpUIdrVf8atwM26Fjh-7IBgEmdKdo_a8D,Mükemmel,5,0,7.1.7,2024-05-12 14:35:05,"Merhaba Enver Bey, Değerlendirmeniz ve yorumunuz için teşekkür ederiz💚

",2024-05-12 18:43:21,7.1.7,Perfect,"{'roberta_neg': 0.04541072, 'roberta_neu': 0.30522624, 'roberta_pos': 0.64936304}",0.04541072,0.30522624,0.64936304,0.60395235,General Feedback
dede16ef-8e7f-4b63-af8b-d00a82475e1f,gökhan Akarsu,https://play-lh.googleusercontent.com/a-/ALV-UjW8fM87FfhpDlOhNyPO6mttZpGcN7sBz5CElETOf04yG2rsmt1ZoA,Siz nasıl bir uygulamasını ki firmaların aldığı kararları müşterilerin yerine sorgulama hakkını kendinizde görüyorsunuz. Birdaha asla.,1,0,5.18,2024-05-11 19:29:42,"Merhaba, online check-in e-posta bildirimi hizmetimiz bulunuyor. Değerlendirmeniz için teşekkür ederiz💚",2022-12-17 06:56:05,5.18,You see what kind of application you have the right to question the decisions of the companies instead of customers.Never again.,"{'roberta_neg': 0.851467, 'roberta_neu': 0.13855714, 'roberta_pos': 0.009975751}",0.851467,0.13855714,0.009975751,-0.8414913,General Feedback
b98728d6-68e9-4cf0-8cd5-a1ddea30be34,Babak Danesh,https://play-lh.googleusercontent.com/a-/ALV-UjXP2hj6CNDODUjvOeYZZdVvhEZ9KTCHKzou9XFLkIaC6KtD4uTH8Q,Very useful and practical app,5,0,7.1.7,2024-05-10 07:39:20,"Thank you so much for sharing your positive feedback with us💚

",2024-05-10 11:09:40,7.1.7,Very useful and practical app,"{'roberta_neg': 0.002409209, 'roberta_neu': 0.027364288, 'roberta_pos': 0.97022647}",0.002409209,0.027364288,0.97022647,0.96781725,Usability and Design
1edf1439-886c-4957-9756-40086f8f0c55,Ahmed Yünso,https://play-lh.googleusercontent.com/a/ACg8ocJt64S5xPdywOVMkucFZ_99iKOumQ_YHNaKEtLJHWNLMoASog=mo,Mükemmel,5,0,7.1.7,2024-05-08 17:03:56,,,7.1.7,Perfect,"{'roberta_neg': 0.04541072, 'roberta_neu': 0.30522624, 'roberta_pos': 0.64936304}",0.04541072,0.30522624,0.64936304,0.60395235,General Feedback
5ebc1366-c803-4dfb-bb14-f44cb8e0d546,Raskolnikov,https://play-lh.googleusercontent.com/a-/ALV-UjVBAugOri6rwBC5c7wPJ4f1Xc0aNxD6KIaVZ_-WNFmECBItnbg,Leş gibi app,1,1,7.1.7,2024-05-07 23:02:15,,,7.1.7,Apps like carrot,"{'roberta_neg': 0.05760343, 'roberta_neu': 0.6898141, 'roberta_pos': 0.25258243}",0.05760343,0.6898141,0.25258243,0.194979,Usability and Design
b32bd1bd-f857-44a4-99fe-c4d11747b6a5,Aashish Shrestha,https://play-lh.googleusercontent.com/a/ACg8ocJW-S7vwRiAsRD02mRaEZZUl78MJrNcyUhKheiXSqj6rtpXFA=mo,Good,5,0,6.4,2024-05-07 09:24:17,"Thank you so much for sharing your positive feedback with us💚
",2024-05-07 13:04:06,6.4,Good,"{'roberta_neg': 0.060793318, 'roberta_neu': 0.32942772, 'roberta_pos': 0.609779}",0.060793318,0.32942772,0.609779,0.54898566,General Feedback
02183c66-e333-4847-b201-64ff6adea76f,Arif Teyimur Demirci,https://play-lh.googleusercontent.com/a-/ALV-UjXvcURPkGHzjLy6WjHNHy9cDo9aGtiIbtiGb-otISgoH9FQdpkp,"Ne yapıyorsunuz, sadece uçak, otobüs bilgilerini firmalardan çekip aracı olmak, bilet satmak.. Peki, ters giden birşeyde müşteriler kime bağlanacak, kimden yardım isteyecek? Bu ne başıboş bir iş? Bir robot koymuşsunuz sitenize, ona mı derdimizi anlatacağız? Otobüsten, uçağa, araç kiralamaya herşeye eliniz uzanmış ama sıkıntı yaşayan bir adamın ulaşabileceği bir kimse yok! Kaç dakika daha müşteri temsilcisini telefonda bekleyeceğiz? Sabah 8.00'da müşteri temsilcisi nasıl yoğun oluyor? Bu ne?",1,0,,2024-04-28 05:31:06,"Merhaba, Öncelikle yaşadığınız deneyim için üzgünüz. Yaptığımız kontroller sonucunda isminize yapılan bir rezervasyona rastlayamadık. Yaşadığınız durumu detaylı öğrenmek ve çözüm sunmak isteriz. Konuyla ilgili size ulaşabilmemiz için iletişim bilgilerinizi talep@enuygun.com adresine iletebilir misiniz?
",2024-04-28 05:49:39,,"What are you doing, just with aircraft, bus information from the companies to be a vehicle, sell tickets .. Well, to whom the customers will be connected to something wrong, who will ask for help?What is this a stray job?You put a robot to your site, will we tell him about our problem?There is no one to reach a man from the bus, a plane, a car rental, but a man who has a hard -to -reach man!How many minutes will we wait for the customer representative on the phone?How is the customer representative in busy at 8.00 in the morning?What's this?","{'roberta_neg': 0.8904295, 'roberta_neu': 0.101614974, 'roberta_pos': 0.007955592}",0.8904295,0.101614974,0.007955592,-0.8824739,Customer Service
5fb035df-ae9d-41d5-8c10-f75cf28917e0,E. H.,https://play-lh.googleusercontent.com/a/ACg8ocI_R1FHGwJZIlDEslz8dAexs7AQmr8OO4yD3joj9Nu41X-EHw=mo,Very efficient mobile application! Thank you!,5,0,7.1.7,2024-04-20 18:21:51,"Hello, Thank you for your evaluation and comment.💚
",2024-04-21 06:42:35,7.1.7,Very efficient mobile application! Thank you!,"{'roberta_neg': 0.0015441047, 'roberta_neu': 0.010918029, 'roberta_pos': 0.98753786}",0.0015441047,0.010918029,0.98753786,0.98599374,General Feedback
